ID	parentID	basionymID	status	rank	scientificName	authorship	nameStatus	nameReferenceID	namePublishedInYear	namePublishedInPage	namePublishedInPageLink	referenceID	scrutinizer	scrutinizerDate	extinct	temporalRangeStart	temporalRangeEnd	remarks
ZOBO00018082	x58		accepted	species	Polistes biglumis	(Linnaeus, 1758)		ZOBO00010007					Gusenleitner J.	2011-11	f			
ZOBO00153514	ZOBO00018082		accepted	subspecies	Polistes biglumis bimaculatus			ZOBO00010007					Gusenleitner J.	2011-11	f			
ZOBO00010016	x58		accepted	species	Polistes bischoffi	Weyrauch, 1937		ZOBO00010007					Gusenleitner J.	2011-11	f			
ZOBO00125817	ZOBO00036353		accepted	subspecies	Polistes canadensis trinitatis	Giordani Soika		ZOBO00036644					Gusenleitner J.	2011-11	f			
ZOBO00036399	x58		accepted	species	Polistes fastidiosus	de Saussure, 1853		ZOBO00035389					Gusenleitner J.	2011-11	f			
ZOBO00010015	x58		accepted	species	Polistes gallicus	(Linnaeus, 1767)		ZOBO00010007					Gusenleitner J.	2011-11	f			
ZOBO00125816	ZOBO00010015		accepted	subspecies	Polistes gallicus bucharensis	(Erichs.)		ZOBO00018081					Gusenleitner J.	2011-11	f			
ZOBO00036436	x58		accepted	species	Polistes loveridgei	Bequard, 1938		ZOBO00031802					Gusenleitner J.	2011-11	f			
ZOBO00125572	ZOBO00036442		accepted	subspecies	Polistes madecassus fastidiosus	(de Saussure)		ZOBO00031812					Gusenleitner J.	2011-11	f			
ZOBO00036452	x58		accepted	species	Polistes marginalis	(Fabricius, 1775)		ZOBO00035386					Gusenleitner J.	2011-11	f			
ZOBO00043898	ZOBO00036452		accepted	subspecies	Polistes marginalis africanus	Pal. de Beauv., 1818		ZOBO00035386					Gusenleitner J.	2011-11	f			
ZOBO00125811	ZOBO00036452		accepted	subspecies	Polistes marginalis arabicus	Giordani Soika		ZOBO00031812					Gusenleitner J.	2011-11	f			
ZOBO00125815	ZOBO00036452		accepted	subspecies	Polistes marginalis badius	Gerst.		ZOBO00125660					Gusenleitner J.	2011-11	f			
ZOBO00036454	ZOBO00036452		accepted	subspecies	Polistes marginalis baidoensis	Giordani Soika, 1944		ZOBO00036454					Gusenleitner J.	2011-11	f			
ZOBO00023966	x58		accepted	species	Polistes nimpha	(Christ, 1791)		ZOBO00010028					Gusenleitner J.	2011-11	f			
ZOBO00036481	x58		accepted	species	Polistes olivaceus	(Deg., 1773)		ZOBO00018081					Gusenleitner J.	2011-11	f			
ZOBO00018083	x58		accepted	species	Polistes semenowi	(Morawitz, 1889)		ZOBO00010009					Gusenleitner J.	2011-11	f			
ZOBO00036538	x58		accepted	species	Polistes smithii	de Saussure, 1853		ZOBO00035386					Gusenleitner J.	2011-11	f			
ZOBO00125812	ZOBO00036538		accepted	subspecies	Polistes smithii defectivus	(Gerst., 1871)		ZOBO00035386					Gusenleitner J.	2011-11	f			
ZOBO00063270	x58		accepted	species	Polistes spilophorus	Schletterer, 1891		ZOBO00031812					Gusenleitner J.	2011-11	f			
ZOBO00036644	x5U		accepted	species	Polybia occidentalis	(Olivier, 1791)		ZOBO00036644					Gusenleitner J.	2011-11	f			
ZOBO00125813	ZOBO00036644		accepted	subspecies	Polybia occidentalis invertita	Giordani Soika		ZOBO00036644					Gusenleitner J.	2011-11	f			
ZOBO00125814	ZOBO00036644		accepted	subspecies	Polybia occidentalis uruguayensis	Giordani Soika		ZOBO00036644					Gusenleitner J.	2011-11	f			
ZOBO00036649	ZOBO00036644		accepted	subspecies	Polybia occidentalis venezuelana	Giordani Soika, 1965		ZOBO00036644					Gusenleitner J.	2011-11	f			
ZOBO00125819	ZOBO00163356		accepted	subspecies	Polybia parvula pseudospilonota	Giordani Soika		ZOBO00036644					Gusenleitner J.	2011-11	f			
ZOBO00034691	xHN		accepted	species	Postepipona socotrae	Giordani Soika, 1974		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034692	xHL		accepted	species	Proepipona ampla	Giordani Soika, 1989		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00154050	ZOBO00034692		accepted	subspecies	Proepipona ampla ampla	Giordani Soika, 1989		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034693	ZOBO00034692		accepted	subspecies	Proepipona ampla ealensis	Giordani Soika, 1989		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00154052	xHL		accepted	species	Proepipona bothriogaster	(Schletterer, 1891)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034694	xHL		accepted	species	Proepipona falcata	(Tullgren, 1904)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034695	xHL		accepted	species	Proepipona lateralis	(Fabricius, 1781)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00035837	x7Q		accepted	species	Agelaia testacea	(Fabricius, 1804)							Gusenleitner J.	2011-11	f			
ZOBO00154053	ZOBO00034695		accepted	subspecies	Proepipona lateralis lateralis	(Fabricius, 1781)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034696	ZOBO00034695		accepted	subspecies	Proepipona lateralis lateropicta	(Bequaert, 1918)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034697	ZOBO00034695		accepted	subspecies	Proepipona lateralis marginiscutis	(Cameron, 1910)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00154064	ZOBO00034695		accepted	subspecies	Proepipona lateralis paolii	(Giordani Soika, 1934)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00154055	xHL		accepted	species	Proepipona marginipunctata	(Meade-Waldo, 1915)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034699	xHL		accepted	species	Proepipona meadewaldoi	(Bequaert, 1918)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00154056	ZOBO00034699		accepted	subspecies	Proepipona meadewaldoi meadewaldoi	(Bequaert, 1918)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00154058	ZOBO00034699		accepted	subspecies	Proepipona meadewaldoi postscutellaris	Giordani Soika, 1989		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00154057	ZOBO00034699		accepted	subspecies	Proepipona meadewaldoi sedata	(Giordani Soika, 1940)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00154061	ZOBO00034701		accepted	subspecies	Proepipona rhodesiensis aurea	Giordani Soika, 1983		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00154062	ZOBO00034701		accepted	subspecies	Proepipona rhodesiensis flavofasciata	Giordani Soika, 1983		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00154059	ZOBO00034701		accepted	subspecies	Proepipona rhodesiensis rhodesiensis	(Giordani Soika, 1941)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00154060	ZOBO00034701		accepted	subspecies	Proepipona rhodesiensis ruficollis	Giordani Soika, 1989		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00035460	x7G		accepted	species	Pseudalastor anguloides	Giordani Soika, 1961		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00035461	x7G		accepted	species	Pseudalastor cavifemur	Giordani Soika, 1961		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00035462	x7G		accepted	species	Pseudalastor concolor	(de Saussure, 1853)		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00035464	x7G		accepted	species	Pseudalastor metathoracicus	(de Saussure, 1856)		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00035466	x7G		accepted	species	Pseudalastor tridentatus	Giordani Soika, 1961		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00125159	x3C		accepted	species	Pseudepipona alecto	(Lepeletier)		ZOBO00034610					Gusenleitner J.	2011-11	f			
ZOBO00125630	ZOBO00125159		accepted	subspecies	Pseudepipona alecto chozali	(Cheesm.)		ZOBO00034610					Gusenleitner J.	2011-11	f			
ZOBO00125631	ZOBO00125159		accepted	subspecies	Pseudepipona alecto lalepi	Cheesm.		ZOBO00034610					Gusenleitner J.	2011-11	f			
ZOBO00125632	ZOBO00125159		accepted	subspecies	Pseudepipona alecto parallelus	Giordani Soika		ZOBO00034610					Gusenleitner J.	2011-11	f			
ZOBO00125153	x3C		accepted	species	Pseudepipona angusta	(de Saussure, 1863)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034716	x3C		accepted	species	Pseudepipona ankarensis	Giordani Soika		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00034717	x3C		accepted	species	Pseudepipona atlantica	Giordani Soika		ZOBO00033565					Gusenleitner J.	2011-11	f			
ZOBO00125487	x3C		accepted	species	Pseudepipona aurantiopilosella	Giordani Soika		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00125480	x3C		accepted	species	Pseudepipona bicolor	(de Saussure)		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00125768	ZOBO00125480		accepted	subspecies	Pseudepipona bicolor aurantiopicta	(Giordani Soika)		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00125767	ZOBO00125480		accepted	subspecies	Pseudepipona bicolor flavescentula	(Giordani Soika)		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00125769	ZOBO00125480		accepted	subspecies	Pseudepipona bicolor nigrocinctoides	(Giordani Soika)		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00125130	x3C		accepted	species	Pseudepipona bidentata	(Lepeletier)		ZOBO00010062					Gusenleitner J.	2011-11	f			
ZOBO00125129	x3C		accepted	species	Pseudepipona bidentoides	Giordani Soika		ZOBO00010062					Gusenleitner J.	2011-11	f			
ZOBO00125074	x3C		accepted	species	Pseudepipona breviventris	Giordani Soika		ZOBO00010045					Gusenleitner J.	2011-11	f			
ZOBO00125489	x3C		accepted	species	Pseudepipona chartergiformis	Giordani Soika		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00125194	x3C		accepted	species	Pseudepipona cherkensis	Giordani Soika		ZOBO00031834					Gusenleitner J.	2011-11	f			
ZOBO00125107	x3C		accepted	species	Pseudepipona chlorotia	(Spinosa)		ZOBO00018085					Gusenleitner J.	2011-11	f			
ZOBO00125149	x3C		accepted	species	Pseudepipona chlorotica	(Spinola)		ZOBO00031720					Gusenleitner J.	2011-11	f			
ZOBO00125488	x3C		accepted	species	Pseudepipona clypalaris	Giordani Soika		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00125115	x3C		accepted	species	Pseudepipona crenata	(Lepeletier)		ZOBO00010062					Gusenleitner J.	2011-11	f			
2266	ZOBO00036603		synonym	species	Polybia nigricans	Bequard, 1942									f			
ZOBO00125117	x3C		accepted	species	Pseudepipona curictensis	(Bluethg.)		ZOBO00010062					Gusenleitner J.	2011-11	f			
ZOBO00125113	x3C		accepted	species	Pseudepipona dantici	(Rossi)		ZOBO00010062					Gusenleitner J.	2011-11	f			
ZOBO00125484	x3C		accepted	species	Pseudepipona decorata	(de Saussure)		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00125103	x3C		accepted	species	Pseudepipona dignota	(Mor.)		ZOBO00018085					Gusenleitner J.	2011-11	f			
ZOBO00125116	x3C		accepted	species	Pseudepipona disconotata	(Licht.)		ZOBO00018085					Gusenleitner J.	2011-11	f			
ZOBO00125111	x3C		accepted	species	Pseudepipona diversa	(Walk.)		ZOBO00018085					Gusenleitner J.	2011-11	f			
ZOBO00125148	x3C		accepted	species	Pseudepipona djarabubensis	(Schulthess)		ZOBO00031720					Gusenleitner J.	2011-11	f			
ZOBO00125105	x3C		accepted	species	Pseudepipona egregia	(Herrich-Schäffer)		ZOBO00018085					Gusenleitner J.	2011-11	f			
ZOBO00125617	ZOBO00125105		accepted	subspecies	Pseudepipona egregia barbara	Blüthgen		ZOBO00010062					Gusenleitner J.	2011-11	f			
ZOBO00125085	x3C		accepted	species	Pseudepipona emortualis	(de Saussure)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00125345	x3C		accepted	species	Pseudepipona erythrospila	(Cameron)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00125167	x3C		accepted	species	Pseudepipona excellens	(Pérez)		ZOBO00031812					Gusenleitner J.	2011-11	f			
ZOBO00125109	x3C		accepted	species	Pseudepipona familiaris	(Giordani Soika)		ZOBO00018085					Gusenleitner J.	2011-11	f			
ZOBO00125187	x3C		accepted	species	Pseudepipona farquahrensis	(Cameron)		ZOBO00125186					Gusenleitner J.	2011-11	f			
ZOBO00125073	x3C		accepted	species	Pseudepipona fastidiosa	(de Saussure)		ZOBO00010045					Gusenleitner J.	2011-11	f			
ZOBO00125100	x3C		accepted	species	Pseudepipona fastidiosissima	(de Saussure)		ZOBO00010062					Gusenleitner J.	2011-11	f			
ZOBO00034721	x3C		accepted	species	Pseudepipona filipalpis	(de Saussure, 1853)		ZOBO00034721					Gusenleitner J.	2011-11	f			
ZOBO00125618	ZOBO00163359		accepted	subspecies	Pseudepipona fouadi tensiftensis	Giordani Soika		ZOBO00031720					Gusenleitner J.	2011-11	f			
ZOBO00010041	x3C		accepted	species	Pseudepipona herrichii	(Schulthess, 1855)		ZOBO00010020					Gusenleitner J.	2011-11	f			
ZOBO00125788	ZOBO00010041		accepted	subspecies	Pseudepipona herrichii derufata	(Blüthgen)		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00125527	x3C		accepted	species	Pseudepipona jonia	(de Saussure, 1856)		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00125127	x3C		accepted	species	Pseudepipona koenigi	(Dusmet)		ZOBO00010062					Gusenleitner J.	2011-11	f			
ZOBO00034734	x3C		accepted	species	Pseudepipona kozhevnikovi	(Kostylev, 1927)		ZOBO00032251					Gusenleitner J.	2011-11	f			
ZOBO00034735	x3C		accepted	species	Pseudepipona lamellifera	Giordani Soika, 1987		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00154065	ZOBO00034735		accepted	subspecies	Pseudepipona lamellifera lamellifera	Giordani Soika, 1987		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034736	ZOBO00034735		accepted	subspecies	Pseudepipona lamellifera willowmorensis	Giordani Soika, 1987		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034737	x3C		accepted	species	Pseudepipona lativentris	(de Saussure, 1856)		ZOBO00010062					Gusenleitner J.	2011-11	f			
ZOBO00125485	x3C		accepted	species	Pseudepipona longebispinosa	Giordani Soika		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00125087	x3C		accepted	species	Pseudepipona macrocephala	(Gribodo)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00125169	x3C		accepted	species	Pseudepipona magretti	(Gribodo)		ZOBO00031812					Gusenleitner J.	2011-11	f			
ZOBO00125101	x3C		accepted	species	Pseudepipona nekt	(Giordani Soika)		ZOBO00034721					Gusenleitner J.	2011-11	f			
ZOBO00125481	x3C		accepted	species	Pseudepipona nigrocincta	(de Saussure)		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00125147	x3C		accepted	species	Pseudepipona nilotica	(de Saussure, 1855)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00125635	ZOBO00125147		accepted	subspecies	Pseudepipona nilotica saudita	Giordani Soika		ZOBO00031812					Gusenleitner J.	2011-11	f			
ZOBO00034740	x3C		accepted	species	Pseudepipona niveopicta	Giordani Soika, 1970		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00034741	x3C		accepted	species	Pseudepipona oasis	Giordani Soika, 1957		ZOBO00033514					Gusenleitner J.	2011-11	f			
ZOBO00125486	x3C		accepted	species	Pseudepipona occidentata	Giordani Soika		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00125132	x3C		accepted	species	Pseudepipona octava	(Giordani Soika)		ZOBO00010062					Gusenleitner J.	2011-11	f			
ZOBO00034743	x3C		accepted	species	Pseudepipona peculiaris	(Moravitz, 1895)		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00125086	x3C		accepted	species	Pseudepipona pervigilans	(Giordani Soika)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00125158	x3C		accepted	species	Pseudepipona poliphemus	(Kirby)		ZOBO00034610					Gusenleitner J.	2011-11	f			
ZOBO00125188	x3C		accepted	species	Pseudepipona polyphemus	(Kirby)		ZOBO00125186					Gusenleitner J.	2011-11	f			
ZOBO00125128	x3C		accepted	species	Pseudepipona postica	(Herrich-Schäffer)		ZOBO00010062					Gusenleitner J.	2011-11	f			
ZOBO00125601	ZOBO00125128		accepted	subspecies	Pseudepipona postica punctatissima	Giordani Soika		ZOBO00010045					Gusenleitner J.	2011-11	f			
ZOBO00034745	x3C		accepted	species	Pseudepipona przewalskyi	(Moravitz, 1885)		ZOBO00032251					Gusenleitner J.	2011-11	f			
ZOBO00125126	x3C		accepted	species	Pseudepipona rossii	(Lepeletier)		ZOBO00010062					Gusenleitner J.	2011-11	f			
ZOBO00125114	x3C		accepted	species	Pseudepipona rufina	(Blanchard)		ZOBO00018085					Gusenleitner J.	2011-11	f			
ZOBO00125160	x3C		accepted	species	Pseudepipona rufipes	(Fabricius)		ZOBO00034610					Gusenleitner J.	2011-11	f			
ZOBO00125118	x3C		accepted	species	Pseudepipona semidantici	Giordani Soika		ZOBO00018085					Gusenleitner J.	2011-11	f			
ZOBO00034750	x3C		accepted	species	Pseudepipona sessilis	(de Saussure, 1852)		ZOBO00034721					Gusenleitner J.	2011-11	f			
ZOBO00125186	x3C		accepted	species	Pseudepipona seychellensis	(Dalla Torre)		ZOBO00125186					Gusenleitner J.	2011-11	f			
ZOBO00125168	x3C		accepted	species	Pseudepipona sinaitica	Giordani Soika		ZOBO00031812					Gusenleitner J.	2011-11	f			
ZOBO00125162	x3C		accepted	species	Pseudepipona splendens	Giordani Soika		ZOBO00032678					Gusenleitner J.	2011-11	f			
ZOBO00036230	x5Q		accepted	species	Mischocyttarus surinamensis	(de Saussure, 1854)							Gusenleitner J.	2011-11	f			
ZOBO00036231	ZOBO00036230		accepted	subspecies	Mischocyttarus surinamensis occidentalis	Richards, 1945							Gusenleitner J.	2011-11	f			
ZOBO00125483	x3C		accepted	species	Pseudepipona tamarina	(de Saussure)		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00125482	x3C		accepted	species	Pseudepipona tasmaniensis	(de Saussure)		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00034755	x3C		accepted	species	Pseudepipona tricarinata	(Kok., 1912)		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00125190	x3C		accepted	species	Pseudepipona trilobus	(Fabricius)		ZOBO00125186					Gusenleitner J.	2011-11	f			
ZOBO00125776	ZOBO00163361		accepted	subspecies	Pseudepipona variegata mongolica	Giordani Soika		ZOBO00032251					Gusenleitner J.	2011-11	f			
ZOBO00125102	x3C		accepted	species	Pseudepipona vinciguerrae	(Guiglia)		ZOBO00031720					Gusenleitner J.	2011-11	f			
ZOBO00125106	x3C		accepted	species	Pseudepipona ypsilon	(Kostylev)		ZOBO00018085					Gusenleitner J.	2011-11	f			
ZOBO00125082	x3C		accepted	species	Pseudepipona zavattariana	(Giordani Soika)		ZOBO00031802					Gusenleitner J.	2011-11	f			
ZOBO00034760	xEJ		accepted	species	Pseudochilus asmarensis	Giordani Soika, 1936		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034761	xEJ		accepted	species	Pseudochilus botswanensis	Giordani Soika, 1987		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00153522	xEJ		accepted	species	Pseudochilus capensis	(de Saussure)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00034762	xEJ		accepted	species	Pseudochilus glabripalpis	(de Saussure, 1853)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00154067	ZOBO00034762		accepted	subspecies	Pseudochilus glabripalpis glabripalpis	(de Saussure, 1853)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034763	ZOBO00034762		accepted	subspecies	Pseudochilus glabripalpis nigeriensis	Giordani Soika, 1987		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00153532	xEJ		accepted	species	Pseudochilus insignis	(de Saussure)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153533	xEJ		accepted	species	Pseudochilus major	(de Saussure)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00034764	xEJ		accepted	species	Pseudochilus tricolor	Giordani Soika, 1987		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034765	xEJ		accepted	species	Pseudochilus versicolor	(Schulthess, 1914)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034767	xHE		accepted	species	Pseudodontodynerus dunbrodyensis	(Cameron, 1905)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034768	xHE		accepted	species	Pseudodontodynerus gambiensis	(Meade-Waldo, 1915)		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00125782	ZOBO00034768		accepted	subspecies	Pseudodontodynerus gambiensis brittoni	(Giordani Soika)		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00154069	ZOBO00034768		accepted	subspecies	Pseudodontodynerus gambiensis gambiensis	(Meade-Waldo, 1915)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034769	ZOBO00034768		accepted	subspecies	Pseudodontodynerus gambiensis silverlocki	(Meade-Waldo, 1915)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034771	xHE		accepted	species	Pseudodontodynerus novissimus	Giordani Soika, 1982		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034772	xHE		accepted	species	Pseudodontodynerus peculiariventris	Giordani Soika, 1952		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00034773	ZOBO00034772		accepted	subspecies	Pseudodontodynerus peculiariventris salsus	Giordani Soika, 1970		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00034774	xHE		accepted	species	Pseudodontodynerus pretiosus	(Dusmet, 1928)		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00125784	ZOBO00034774		accepted	subspecies	Pseudodontodynerus pretiosus houskai	(Giordani Soika)		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00154070	xHE		accepted	species	Pseudodontodynerus schwarzi	Gusenleitner, 2009		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034791	xHA		accepted	species	Pseudoleptochilus asiaticus	Giordani Soika, 1970		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00125508	xGW		accepted	species	Pseudomicrodymerus eurasius	Bl.		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00125515	xGS		accepted	species	Pseudomicrodynerus anatolicus	Bl.		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00034796	xN		accepted	species	Pseudonortonia abbreviaticornis	Giordani Soika, 1941		ZOBO00032124					Gusenleitner J.	2011-11	f			
ZOBO00154072	ZOBO00034797		accepted	subspecies	Pseudonortonia aberratica aberratica	(Morice, 1903)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034798	ZOBO00034797		accepted	subspecies	Pseudonortonia aberratica arabica	Giordani Soika, 1957		ZOBO00031812					Gusenleitner J.	2011-11	f			
ZOBO00034799	xN		accepted	species	Pseudonortonia aegyptiaca	(de Saussure, 1863)		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034801	xN		accepted	species	Pseudonortonia arida	Giordani Soika, 1987		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034802	xN		accepted	species	Pseudonortonia arnoldi	Giordani Soika, 1936		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034803	xN		accepted	species	Pseudonortonia aterrima	Giordani Soika, 1989		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034804	xN		accepted	species	Pseudonortonia aurantiaca	Giordani Soika, 1936		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034805	xN		accepted	species	Pseudonortonia barbara	Giordani Soika, 1992		ZOBO00023971					Gusenleitner J.	2011-11	f			
ZOBO00034806	xN		accepted	species	Pseudonortonia bhamensis	Giordani Soika, 1941		ZOBO00032124					Gusenleitner J.	2011-11	f			
